Contract,Version,Procurement Type,Description,Max Amt,Begin Dt,Expire Dt,Supplier,Dept,Agency Name,Contract Duration (Days),Vendor Frequency,Total Agency Spend,Risk Score,Risk Level
22019045,1,RFA REQUEST FOR APPLICATIONS,ZAP Tier II Funding 2019,15000,10/29/2019,10/28/2020,FT DOUGLAS MILITARY MUSEUM,3592000000,SMALL ARTS GROUPS-SALES TAX,365,6," $13,164,700.00 ",0,Low Risk
22019047,1,RFA REQUEST FOR APPLICATIONS,ZAP Tier II Funding 2019,8200,10/16/2019,10/15/2020,FRIENDS OF GILGAL GARDEN,3592000000,SMALL ARTS GROUPS-SALES TAX,365,6," $13,164,700.00 ",0,Low Risk
22019049,1,RFA REQUEST FOR APPLICATIONS,ZAP Tier II Funding 2019,7500,10/15/2019,10/14/2020,GALE CENTER OF HISTORY & CULTURE,3592000000,SMALL ARTS GROUPS-SALES TAX,365,6," $13,164,700.00 ",0,Low Risk
22019050,1,RFA REQUEST FOR APPLICATIONS,ZAP Tier II Funding 2019,15000,10/16/2019,10/15/2020,GAM FOUNDATION JAZZ SLC,3592000000,SMALL ARTS GROUPS-SALES TAX,365,4," $13,164,700.00 ",0,Low Risk
22019051,1,RFA REQUEST FOR APPLICATIONS,ZAP Tier II Funding 2019,9000,10/29/2019,10/28/2020,GIFTED MUSIC SCHOOL,3592000000,SMALL ARTS GROUPS-SALES TAX,365,6," $13,164,700.00 ",0,Low Risk
22019052,1,RFA REQUEST FOR APPLICATIONS,ZAP Tier II Funding 2019,57000,10/29/2019,10/28/2020,GINA BACHAUER PIANO FOUNDATION,3592000000,SMALL ARTS GROUPS-SALES TAX,365,6," $13,164,700.00 ",0,Low Risk
22019054,1,RFA REQUEST FOR APPLICATIONS,ZAP Tier II Funding 2019,5000,10/29/2019,10/28/2020,UTAH CULTURAL CELEBRATION CENTER,3592000000,SMALL ARTS GROUPS-SALES TAX,365,12," $13,164,700.00 ",0,Low Risk
22019055,1,RFA REQUEST FOR APPLICATIONS,ZAP Tier II Funding 2019,27500,10/16/2019,10/14/2020,HAWKWATCH INTERNATIONAL INC,3592000000,SMALL ARTS GROUPS-SALES TAX,364,12," $13,164,700.00 ",0,Low Risk
22019056,1,RFA REQUEST FOR APPLICATIONS,ZAP Tier II Funding 2019,29500,10/29/2019,10/28/2020,HEART & SOUL,3592000000,SMALL ARTS GROUPS-SALES TAX,365,6," $13,164,700.00 ",0,Low Risk
22019057,1,RFA REQUEST FOR APPLICATIONS,ZAP Tier II Funding 2019,14000,10/29/2019,10/28/2020,HERRIMAN CITY ARTS COUNCIL,3592000000,SMALL ARTS GROUPS-SALES TAX,365,4," $13,164,700.00 ",0,Low Risk
22019058,1,RFA REQUEST FOR APPLICATIONS,ZAP Tier II Funding 2019,15000,10/16/2019,10/14/2020,HOLLADAY ARTS COUNCIL,3592000000,SMALL ARTS GROUPS-SALES TAX,364,7," $13,164,700.00 ",0,Low Risk
22019059,1,RFA REQUEST FOR APPLICATIONS,ZAP Tier II Funding 2019,3000,10/16/2019,10/14/2020,UNIVERSITY OF UTAH,3592000000,SMALL ARTS GROUPS-SALES TAX,364,92," $13,164,700.00 ",0,Low Risk
22019060,1,RFA REQUEST FOR APPLICATIONS,ZAP Tier II Funding 2019,13000,10/16/2019,10/14/2020,IJ & JEANNE WAGNER JCC,3592000000,SMALL ARTS GROUPS-SALES TAX,364,8," $13,164,700.00 ",0,Low Risk
22019061,1,RFA REQUEST FOR APPLICATIONS,ZAP Tier II Funding 2019,8500,10/29/2019,10/28/2020,INDIA CULTURAL CENTER,3592000000,SMALL ARTS GROUPS-SALES TAX,365,7," $13,164,700.00 ",0,Low Risk
22019066,1,RFA REQUEST FOR APPLICATIONS,ZAP Tier II Funding 2019,4000,10/29/2019,10/28/2020,ITALIAN CENTER OF THE WEST,3592000000,SMALL ARTS GROUPS-SALES TAX,365,6," $13,164,700.00 ",0,Low Risk
22019069,1,RFA REQUEST FOR APPLICATIONS,ZAP Tier II Funding 2019,4400,10/29/2019,10/28/2020,JUBILATE,3592000000,SMALL ARTS GROUPS-SALES TAX,365,5," $13,164,700.00 ",0,Low Risk
22019070,1,RFA REQUEST FOR APPLICATIONS,ZAP Tier II Funding 2019,12000,10/16/2019,10/15/2020,KENSINGTON THEATRE COMPANY,3592000000,SMALL ARTS GROUPS-SALES TAX,365,5," $13,164,700.00 ",0,Low Risk
22019072,1,RFA REQUEST FOR APPLICATIONS,ZAP Tier II Funding 2019,7600,10/29/2019,10/28/2020,LOVEDANCEMORE,3592000000,SMALL ARTS GROUPS-SALES TAX,365,7," $13,164,700.00 ",0,Low Risk
22019074,1,RFA REQUEST FOR APPLICATIONS,ZAP Tier II Funding 2019,10500,10/16/2019,10/15/2020,MADELEINE ARTS & HUMANITIES PR,3592000000,SMALL ARTS GROUPS-SALES TAX,365,1," $13,164,700.00 ",0,Low Risk
22019075,1,RFA REQUEST FOR APPLICATIONS,ZAP Tier II Funding 2019,11000,10/29/2019,10/28/2020,MAGNA TOWN COUNCIL,3592000000,SMALL ARTS GROUPS-SALES TAX,365,7," $13,164,700.00 ",0,Low Risk
22019076,1,RFA REQUEST FOR APPLICATIONS,ZAP Tier II Funding 2019,15000,10/16/2019,10/14/2020,MIDVALE ARTS COUNCIL INC,3592000000,SMALL ARTS GROUPS-SALES TAX,364,7," $13,164,700.00 ",0,Low Risk
22019078,1,RFA REQUEST FOR APPLICATIONS,ZAP Tier II Funding 2019,21000,10/29/2019,10/28/2020,MOUNTAIN WEST BALLET,3592000000,SMALL ARTS GROUPS-SALES TAX,365,6," $13,164,700.00 ",0,Low Risk
22019079,1,RFA REQUEST FOR APPLICATIONS,ZAP Tier II Funding 2019,23000,10/16/2019,10/14/2020,THE MUNDI PROJECT,3592000000,SMALL ARTS GROUPS-SALES TAX,364,9," $13,164,700.00 ",0,Low Risk
22019081,1,RFA REQUEST FOR APPLICATIONS,ZAP Tier II Funding 2019,13500,10/16/2019,10/14/2020,MURRAY ARTS COUNCIL,3592000000,SMALL ARTS GROUPS-SALES TAX,364,2," $13,164,700.00 ",0,Low Risk
22019082,1,RFA REQUEST FOR APPLICATIONS,ZAP Tier II Funding 2019,88500,10/15/2019,10/14/2020,MURRAY CITY CULTURAL ARTS,3592000000,SMALL ARTS GROUPS-SALES TAX,365,6," $13,164,700.00 ",0,Low Risk
22019083,1,RFA REQUEST FOR APPLICATIONS,ZAP Tier II Funding 2019,2000,10/29/2019,10/28/2020,THE MURRAY CONCERT BAND,3592000000,SMALL ARTS GROUPS-SALES TAX,365,6," $13,164,700.00 ",0,Low Risk
22019084,1,RFA REQUEST FOR APPLICATIONS,ZAP Tier II Funding 2019,5000,10/16/2019,10/15/2020,MURRAY SYMPHONY,3592000000,SMALL ARTS GROUPS-SALES TAX,365,6," $13,164,700.00 ",0,Low Risk
22019086,1,RFA REQUEST FOR APPLICATIONS,ZAP Tier II Funding 2019,5000,10/16/2019,10/15/2020,THE NATIONAL TONGAN AMERICAN SOCIET,3592000000,SMALL ARTS GROUPS-SALES TAX,365,6," $13,164,700.00 ",0,Low Risk
22019087,1,RFA REQUEST FOR APPLICATIONS,ZAP Tier II Funding 2019,5000,10/30/2019,10/29/2020,NIHON MATSURI JAPANTOWN FESTIVAL,3592000000,SMALL ARTS GROUPS-SALES TAX,365,6," $13,164,700.00 ",0,Low Risk
22019089,1,RFA REQUEST FOR APPLICATIONS,ZAP Tier II Funding 2019,20000,10/16/2019,10/15/2020,NOVA CHAMBER MUSIC SERIES,3592000000,SMALL ARTS GROUPS-SALES TAX,365,6," $13,164,700.00 ",0,Low Risk
22019091,1,RFA REQUEST FOR APPLICATIONS,ZAP Tier II Funding 2019,11850,10/16/2019,10/15/2020,NOW PLAYING UTAH,3592000000,SMALL ARTS GROUPS-SALES TAX,365,6," $13,164,700.00 ",0,Low Risk
22019092,1,RFA REQUEST FOR APPLICATIONS,ZAP Tier II Funding 2019,23000,10/29/2019,10/28/2020,ODYSSEY DANCE THEATRE,3592000000,SMALL ARTS GROUPS-SALES TAX,365,7," $13,164,700.00 ",0,Low Risk
22019093,1,RFA REQUEST FOR APPLICATIONS,ZAP Tier II Funding 2019,12000,10/29/2019,10/28/2020,OFF BROADWAY THEATRE INC,3592000000,SMALL ARTS GROUPS-SALES TAX,365,6," $13,164,700.00 ",0,Low Risk
22019095,1,RFA REQUEST FOR APPLICATIONS,ZAP Tier II Funding 2019,19000,10/16/2019,10/15/2020,THE EMPRESS THEATRE,3592000000,SMALL ARTS GROUPS-SALES TAX,365,9," $13,164,700.00 ",0,Low Risk
22019096,1,RFA REQUEST FOR APPLICATIONS,ZAP Tier II Funding 2019,1500,10/29/2019,10/28/2020,FOUNDATION FOR FAMILY LIFE OF UTAH,3592000000,SMALL ARTS GROUPS-SALES TAX,365,9," $13,164,700.00 ",0,Low Risk
22019098,1,RFA REQUEST FOR APPLICATIONS,ZAP Tier II Funding 2019,3725,10/16/2019,10/15/2020,PERFORMING ARTS COALITION,3592000000,SMALL ARTS GROUPS-SALES TAX,365,6," $13,164,700.00 ",0,Low Risk
22019099,1,RFA REQUEST FOR APPLICATIONS,ZAP Tier II Funding 2019,3500,10/16/2019,10/15/2020,PHOENIX JAZZ AND SWING BAND,3592000000,SMALL ARTS GROUPS-SALES TAX,365,4," $13,164,700.00 ",0,Low Risk
22019101,1,RFA REQUEST FOR APPLICATIONS,ZAP Tier II Funding 2019,6500,10/29/2019,10/28/2020,PINNACLE ACTING COMPANY,3592000000,SMALL ARTS GROUPS-SALES TAX,365,3," $13,164,700.00 ",0,Low Risk
22019102,1,RFA REQUEST FOR APPLICATIONS,ZAP Tier II Funding 2019,12000,10/29/2019,10/28/2020,PIONEER CRAFT HOUSE,3592000000,SMALL ARTS GROUPS-SALES TAX,365,3," $13,164,700.00 ",0,Low Risk
22019103,1,RFA REQUEST FOR APPLICATIONS,ZAP Tier II Funding 2019,42000,10/29/2019,10/28/2020,PLAN-B THEATRE COMPANY,3592000000,SMALL ARTS GROUPS-SALES TAX,365,7," $13,164,700.00 ",0,Low Risk
22019105,1,RFA REQUEST FOR APPLICATIONS,ZAP Tier II Funding 2019,14500,10/29/2019,10/28/2020,PYGMALION THEATRE COMPANY,3592000000,SMALL ARTS GROUPS-SALES TAX,365,6," $13,164,700.00 ",0,Low Risk
22019106,1,RFA REQUEST FOR APPLICATIONS,ZAP Tier II Funding 2019,15000,10/16/2019,10/15/2020,RIVERTON ARTS COUNCIL,3592000000,SMALL ARTS GROUPS-SALES TAX,365,6," $13,164,700.00 ",0,Low Risk
22019110,1,RFA REQUEST FOR APPLICATIONS,ZAP Tier II Funding 2019,8250,10/29/2019,10/28/2020,SALT LAKE CHILDRENS CHOIR,3592000000,SMALL ARTS GROUPS-SALES TAX,365,6," $13,164,700.00 ",0,Low Risk
22019111,1,RFA REQUEST FOR APPLICATIONS,ZAP Tier II Funding 2019,39000,10/16/2019,10/15/2020,SALT LAKE CHORAL ARTISTS,3592000000,SMALL ARTS GROUPS-SALES TAX,365,6," $13,164,700.00 ",0,Low Risk
22019112,1,RFA REQUEST FOR APPLICATIONS,ZAP Tier II Funding 2019,4500,10/16/2019,10/15/2020,SALT LAKE ETHNIC ARTS COUNCIL,3592000000,SMALL ARTS GROUPS-SALES TAX,365,6," $13,164,700.00 ",0,Low Risk
22019114,1,RFA REQUEST FOR APPLICATIONS,ZAP Tier II Funding 2019,5000,10/16/2019,10/15/2020,SALT LAKE SYMPHONIC WINDS,3592000000,SMALL ARTS GROUPS-SALES TAX,365,6," $13,164,700.00 ",0,Low Risk
22019115,1,RFA REQUEST FOR APPLICATIONS,ZAP Tier II Funding 2019,15000,10/29/2019,10/28/2020,SALT LAKE SYMPHONY,3592000000,SMALL ARTS GROUPS-SALES TAX,365,6," $13,164,700.00 ",0,Low Risk
22019116,1,RFA REQUEST FOR APPLICATIONS,ZAP Tier II Funding 2019,4000,10/30/2019,10/29/2020,SALTAIRES CHORUS,3592000000,SMALL ARTS GROUPS-SALES TAX,365,6," $13,164,700.00 ",0,Low Risk
22019117,1,RFA REQUEST FOR APPLICATIONS,ZAP Tier II Funding 2019,13300,10/16/2019,10/15/2020,SALTGRASS PRINTMAKERS,3592000000,SMALL ARTS GROUPS-SALES TAX,365,6," $13,164,700.00 ",0,Low Risk
22019118,1,RFA REQUEST FOR APPLICATIONS,ZAP Tier II Funding 2019,9500,10/29/2019,10/28/2020,SALTY CRICKET COMPOSERS,3592000000,SMALL ARTS GROUPS-SALES TAX,365,3," $13,164,700.00 ",0,Low Risk
22019119,1,RFA REQUEST FOR APPLICATIONS,ZAP Tier II Funding 2019,27000,10/16/2019,10/15/2020,SAMBA FOGO,3592000000,SMALL ARTS GROUPS-SALES TAX,365,9," $13,164,700.00 ",0,Low Risk
22019121,1,RFA REQUEST FOR APPLICATIONS,ZAP Tier II Funding 2019,83000,10/16/2019,10/15/2020,SANDY ARTS GUILD,3592000000,SMALL ARTS GROUPS-SALES TAX,365,7," $13,164,700.00 ",0,Low Risk
22019127,1,RFA REQUEST FOR APPLICATIONS,ZAP Tier II Funding 2019,22400,10/29/2019,10/28/2020,CITY OF SOUTH SALT LAKE ARTS COUNCIL,3592000000,SMALL ARTS GROUPS-SALES TAX,365,8," $13,164,700.00 ",0,Low Risk
22019129,1,RFA REQUEST FOR APPLICATIONS,ZAP Tier II Funding 2019,6000,10/30/2019,10/29/2020,SUGAR SPACE FOUNDATION,3592000000,SMALL ARTS GROUPS-SALES TAX,365,1," $13,164,700.00 ",0,Low Risk
22019130,1,RFA REQUEST FOR APPLICATIONS,ZAP Tier II Funding 2019,101000,10/30/2019,10/29/2020,SUNDANCE INSTITUTE,3592000000,SMALL ARTS GROUPS-SALES TAX,365,6," $13,164,700.00 ",0,Low Risk
22019131,1,RFA REQUEST FOR APPLICATIONS,ZAP Tier II Funding 2019,10500,10/16/2019,10/15/2020,MOUNTAIN JUBILEE CHORUS,3592000000,SMALL ARTS GROUPS-SALES TAX,365,6," $13,164,700.00 ",0,Low Risk
22019133,1,RFA REQUEST FOR APPLICATIONS,ZAP Tier II Funding 2019,14000,10/30/2019,10/29/2020,TAYLORSVILLE ARTS COUNCIL,3592000000,SMALL ARTS GROUPS-SALES TAX,365,6," $13,164,700.00 ",0,Low Risk
22019134,1,RFA REQUEST FOR APPLICATIONS,ZAP Tier II Funding 2019,4500,10/30/2019,10/29/2020,TAYLORSVILLE BENNION HERITAGE CNTR,3592000000,SMALL ARTS GROUPS-SALES TAX,365,5," $13,164,700.00 ",0,Low Risk
22019135,1,RFA REQUEST FOR APPLICATIONS,ZAP Tier II Funding 2019,1500,10/30/2019,10/29/2020,TELUGU ASSOCIATION OF UTAH,3592000000,SMALL ARTS GROUPS-SALES TAX,365,5," $13,164,700.00 ",0,Low Risk
22019138,1,RFA REQUEST FOR APPLICATIONS,ZAP Tier II Funding 2019,8500,10/16/2019,10/15/2020,THE BEEHIVE STATESMEN,3592000000,SMALL ARTS GROUPS-SALES TAX,365,6," $13,164,700.00 ",0,Low Risk
22019140,1,RFA REQUEST FOR APPLICATIONS,ZAP Tier II Funding 2019,11000,10/16/2019,10/15/2020,WESTMINSTER COLLEGE CLASSICAL GREEK,3592000000,SMALL ARTS GROUPS-SALES TAX,365,4," $13,164,700.00 ",0,Low Risk
22019142,1,RFA REQUEST FOR APPLICATIONS,ZAP Tier II Funding 2019,79000,10/15/2019,10/14/2020,GRAND THEATRE FOUNDATION,3592000000,SMALL ARTS GROUPS-SALES TAX,365,6," $13,164,700.00 ",0,Low Risk
22019143,1,RFA REQUEST FOR APPLICATIONS,ZAP Tier II Funding 2019,5600,10/16/2019,10/14/2020,HIBERNIAN FOUNDATION,3592000000,SMALL ARTS GROUPS-SALES TAX,364,6," $13,164,700.00 ",0,Low Risk
22019144,1,RFA REQUEST FOR APPLICATIONS,ZAP Tier II Funding 2019,1500,10/30/2019,10/29/2020,THE LEONARDO,3592000000,SMALL ARTS GROUPS-SALES TAX,365,9," $13,164,700.00 ",0,Low Risk
22019146,1,RFA REQUEST FOR APPLICATIONS,ZAP Tier II Funding 2019,10750,10/16/2019,10/15/2020,SALT LAKE MENS CHOIR,3592000000,SMALL ARTS GROUPS-SALES TAX,365,6," $13,164,700.00 ",0,Low Risk
22019149,1,RFA REQUEST FOR APPLICATIONS,ZAP Tier II Funding 2019,52000,10/30/2019,10/29/2020,THIS IS THE PLACE FOUNDATION,3592000000,SMALL ARTS GROUPS-SALES TAX,365,6," $13,164,700.00 ",0,Low Risk
22019151,1,RFA REQUEST FOR APPLICATIONS,ZAP Tier II Funding 2019,39000,10/16/2019,10/15/2020,TREE UTAH,3592000000,SMALL ARTS GROUPS-SALES TAX,365,7," $13,164,700.00 ",0,Low Risk
22019153,1,RFA REQUEST FOR APPLICATIONS,ZAP Tier II Funding 2019,9000,10/30/2019,10/29/2020,UTAH HISPANIC DANCE ALLIANCE,3592000000,SMALL ARTS GROUPS-SALES TAX,365,2," $13,164,700.00 ",0,Low Risk
22019155,1,RFA REQUEST FOR APPLICATIONS,ZAP Tier II Funding 2019,8500,10/16/2019,10/15/2020,U OF U GRANTS & CONTRACTS ACCT,3592000000,SMALL ARTS GROUPS-SALES TAX,365,6," $13,164,700.00 ",0,Low Risk
22019156,1,RFA REQUEST FOR APPLICATIONS,ZAP Tier II Funding 2019,38000,10/16/2019,10/15/2020,UTAH ARTS ALLIANCE,3592000000,SMALL ARTS GROUPS-SALES TAX,365,11," $13,164,700.00 ",0,Low Risk
22019158,1,RFA REQUEST FOR APPLICATIONS,ZAP Tier II Funding 2019,20000,10/16/2019,10/15/2020,UTAH CHAMBER ARTISTS,3592000000,SMALL ARTS GROUPS-SALES TAX,365,6," $13,164,700.00 ",0,Low Risk
22019159,1,RFA REQUEST FOR APPLICATIONS,ZAP Tier II Funding 2019,12000,10/16/2019,10/15/2020,PARKER THEATRE,3592000000,SMALL ARTS GROUPS-SALES TAX,365,7," $13,164,700.00 ",2,Low Risk
22019162,1,RFA REQUEST FOR APPLICATIONS,ZAP Tier II Funding 2019,100000,10/29/2019,10/28/2020,UTAH CULTURAL CELEBRATION CENTER,3592000000,SMALL ARTS GROUPS-SALES TAX,365,12," $13,164,700.00 ",0,Low Risk
22019167,1,RFA REQUEST FOR APPLICATIONS,ZAP Tier II Funding 2019,11500,10/30/2019,10/29/2020,UTAH PHILHARMONIC ORCHESTRA,3592000000,SMALL ARTS GROUPS-SALES TAX,365,6," $13,164,700.00 ",0,Low Risk
22019171,1,RFA REQUEST FOR APPLICATIONS,ZAP Tier II Funding 2019,1500,10/16/2019,10/15/2020,USEE,3592000000,SMALL ARTS GROUPS-SALES TAX,365,3," $13,164,700.00 ",0,Low Risk
22019172,1,RFA REQUEST FOR APPLICATIONS,ZAP Tier II Funding 2019,2500,10/16/2019,10/15/2020,UTAH TAMIL SANGAM,3592000000,SMALL ARTS GROUPS-SALES TAX,365,5," $13,164,700.00 ",0,Low Risk
22019174,1,RFA REQUEST FOR APPLICATIONS,ZAP Tier II Funding 2019,5000,10/30/2019,10/29/2020,UTAH WATERCOLOR SOCIETY,3592000000,SMALL ARTS GROUPS-SALES TAX,365,6," $13,164,700.00 ",0,Low Risk
22019175,1,RFA REQUEST FOR APPLICATIONS,ZAP Tier II Funding 2019,10750,10/30/2019,10/29/2020,UTAH WIND SYMPHONY,3592000000,SMALL ARTS GROUPS-SALES TAX,365,2," $13,164,700.00 ",0,Low Risk
22019176,1,RFA REQUEST FOR APPLICATIONS,ZAP Tier II Funding 2019,15000,10/16/2019,10/15/2020,UTAH YOUTH SYMPHONY ORCHESTRA,3592000000,SMALL ARTS GROUPS-SALES TAX,365,6," $13,164,700.00 ",0,Low Risk
22019180,1,RFA REQUEST FOR APPLICATIONS,ZAP Tier II Funding 2019,39500,10/30/2019,10/29/2020,VISUAL ARTS INSTITUTE,3592000000,SMALL ARTS GROUPS-SALES TAX,365,7," $13,164,700.00 ",0,Low Risk
22019181,1,RFA REQUEST FOR APPLICATIONS,ZAP Tier II Funding 2019,7100,10/30/2019,10/29/2020,UTAH BRAZILIAN FESTIVAL,3592000000,SMALL ARTS GROUPS-SALES TAX,365,6," $13,164,700.00 ",0,Low Risk
22019183,1,RFA REQUEST FOR APPLICATIONS,ZAP Tier II Funding 2019,47000,10/16/2019,10/15/2020,WASATCH COMMUNITY GARDENS,3592000000,SMALL ARTS GROUPS-SALES TAX,365,12," $13,164,700.00 ",0,Low Risk
22019184,1,RFA REQUEST FOR APPLICATIONS,ZAP Tier II Funding 2019,2500,10/16/2019,10/15/2020,WASATCH SYMPHONY,3592000000,SMALL ARTS GROUPS-SALES TAX,365,6," $13,164,700.00 ",0,Low Risk
22019186,1,RFA REQUEST FOR APPLICATIONS,ZAP Tier II Funding 2019,7000,10/30/2019,10/29/2020,WASATCH THEATRE COMPANY,3592000000,SMALL ARTS GROUPS-SALES TAX,365,7," $13,164,700.00 ",0,Low Risk
22019187,1,RFA REQUEST FOR APPLICATIONS,ZAP Tier II Funding 2019,12500,10/16/2019,10/15/2020,WEST JORDAN HISTORICAL SOCIETY,3592000000,SMALL ARTS GROUPS-SALES TAX,365,6," $13,164,700.00 ",0,Low Risk
22019189,1,RFA REQUEST FOR APPLICATIONS,ZAP Tier II Funding 2019,1200,10/30/2019,10/29/2020,WESTMINSTER CONCERT SERIES,3592000000,SMALL ARTS GROUPS-SALES TAX,365,6," $13,164,700.00 ",0,Low Risk
22019190,1,RFA REQUEST FOR APPLICATIONS,ZAP Tier II Funding 2019,8000,10/30/2019,10/29/2020,WESTMINSTER COLLEGE WESTMINSTER PLYR,3592000000,SMALL ARTS GROUPS-SALES TAX,365,6," $13,164,700.00 ",0,Low Risk
22019191,1,RFA REQUEST FOR APPLICATIONS,ZAP Tier II Funding 2019,13400,10/30/2019,10/29/2020,YOUNG ARTIST CHAMBER PLAYERS INC,3592000000,SMALL ARTS GROUPS-SALES TAX,365,6," $13,164,700.00 ",0,Low Risk
22019193,1,RFA REQUEST FOR APPLICATIONS,ZAP Tier II Funding 2019,7000,10/29/2019,10/28/2020,FESTIVAL CONCERTS INC,3592000000,SMALL ARTS GROUPS-SALES TAX,365,6," $13,164,700.00 ",0,Low Risk
22020110,1,RFA REQUEST FOR APPLICATIONS,ZAP Tier II Funding 2020,11900,10/27/2020,10/27/2021,PARKER THEATRE,3592000000,SMALL ARTS GROUPS-SALES TAX,365,7," $13,164,700.00 ",2,Low Risk
23-0071-2,1,EXI EXEMPT INTERLOCAL,MAY - Eco Passes (UTA),0,12/5/2022,12/31/2023,UTAH TRANSIT AUTHORITY,1022000000,MAYOR'S FINANCIAL ADMIN,391,20," $50,000.00 ",4,Medium Risk
24-0071-2,1,EXI EXEMPT INTERLOCAL,MAY - Eco Passes (UTA),0,1/1/2024,12/31/2024,UTAH TRANSIT AUTHORITY,1022000000,MAYOR'S FINANCIAL ADMIN,365,20," $50,000.00 ",4,Medium Risk
24-MOU-0017,1,EXI EXEMPT INTERLOCAL,SWM Vending Services,0,1/2/2024,12/31/2033,STATE OF UTAH,4750000000,SALT LAKE COUNTY LANDFILL,3651,106," $1,056,084.48 ",3,Medium Risk
25-0071-2,1,EXI EXEMPT INTERLOCAL,MAY - Eco Passes (UTA),0,12/4/2024,12/31/2025,UTAH TRANSIT AUTHORITY,1022000000,MAYOR'S FINANCIAL ADMIN,392,20," $50,000.00 ",4,Medium Risk
25-P00455,1,EXI EXEMPT INTERLOCAL,ORD Transport:TRAXAmbassadorPr,50000,7/10/2025,6/30/2028,UTAH TRANSIT AUTHORITY,1025000000,"RGNL TRANS, HOUSNG & ECON DEV",1086,20," $379,292,208.65 ",3,Medium Risk
25-P00469,1,EXI EXEMPT INTERLOCAL,ORD Transport:DavisCountyConne,500000,7/10/2025,6/30/2028,UTAH TRANSIT AUTHORITY,1025000000,"RGNL TRANS, HOUSNG & ECON DEV",1086,20," $379,292,208.65 ",5,Medium Risk
2BIG228890,1,RFA REQUEST FOR APPLICATIONS,ORD COVID SmallBusImpactGrant,25000,9/15/2020,12/30/2020,MEISTER MARKETING LLC,1040000000,PUBLIC HEALTH &ECONOMIC RECVRY,106,1," $134,740,725.09 ",1,Low Risk
2BIG228902,1,RFA REQUEST FOR APPLICATIONS,ORD COVID SmallBusImpactGrant,35000,8/24/2020,12/30/2020,BON CHANSON LLC,1040000000,PUBLIC HEALTH &ECONOMIC RECVRY,128,1," $134,740,725.09 ",1,Low Risk
2BIG229008,1,RFA REQUEST FOR APPLICATIONS,ORD COVID SmallBusImpactGrant,2626.63,8/21/2020,12/30/2020,AEG HOSPITALLITY LLC,1040000000,PUBLIC HEALTH &ECONOMIC RECVRY,131,1," $134,740,725.09 ",1,Low Risk
2BIG229060,1,RFA REQUEST FOR APPLICATIONS,ORD COVID SmallBusImpactGrant,1986,10/9/2020,12/30/2020,K POP DANCE STUDIO,1040000000,PUBLIC HEALTH &ECONOMIC RECVRY,82,1," $134,740,725.09 ",1,Low Risk
2BIG229085,1,RFA REQUEST FOR APPLICATIONS,ORD COVID SmallBusImpactGrant,9322,9/25/2020,12/30/2020,NATTYS HAIRSALON LLC,1040000000,PUBLIC HEALTH &ECONOMIC RECVRY,96,1," $134,740,725.09 ",1,Low Risk
2BIG229127,1,RFA REQUEST FOR APPLICATIONS,ORD COVID SmallBusImpactGrant,5793.5,10/6/2020,12/30/2020,MOUNTAINWEST ENTERPRISES,1040000000,PUBLIC HEALTH &ECONOMIC RECVRY,85,1," $134,740,725.09 ",1,Low Risk
2BIG229144,1,RFA REQUEST FOR APPLICATIONS,ORD COVID SmallBusImpactGrant,1690,8/21/2020,12/30/2020,ASHLIE LONG,1040000000,PUBLIC HEALTH &ECONOMIC RECVRY,131,1," $134,740,725.09 ",1,Low Risk
2BIG229168,1,RFA REQUEST FOR APPLICATIONS,ORD COVID SmallBusImpactGrant,16691,10/21/2020,12/30/2020,CONTACT COMBAT SLC LLC,1040000000,PUBLIC HEALTH &ECONOMIC RECVRY,70,1," $134,740,725.09 ",1,Low Risk
2BIG229196,1,RFA REQUEST FOR APPLICATIONS,ORD COVID SmallBusImpactGrant,35000,9/29/2020,12/30/2020,LE NAILS,1040000000,PUBLIC HEALTH &ECONOMIC RECVRY,92,1," $134,740,725.09 ",1,Low Risk
2BIG229248,1,RFA REQUEST FOR APPLICATIONS,ORD COVID SmallBusImpactGrant,35000,9/25/2020,12/30/2020,RODNEY SERVICE COMPANY,1040000000,PUBLIC HEALTH &ECONOMIC RECVRY,96,1," $134,740,725.09 ",1,Low Risk
2BIG229262,1,RFA REQUEST FOR APPLICATIONS,ORD COVID SmallBusImpactGrant,14613,9/18/2020,12/30/2020,SCHOOL OF OUD ONLINE,1040000000,PUBLIC HEALTH &ECONOMIC RECVRY,103,1," $134,740,725.09 ",1,Low Risk
2BIG229307,1,RFA REQUEST FOR APPLICATIONS,ORD COVID SmallBusImpactGrant,34999,9/8/2020,12/30/2020,BIG BEN TICKETS LLC,1040000000,PUBLIC HEALTH &ECONOMIC RECVRY,113,1," $134,740,725.09 ",1,Low Risk
2BIG229446,1,RFA REQUEST FOR APPLICATIONS,ORD COVID SmallBusImpactGrant,8574.93,10/8/2020,12/30/2020,D FIFTHROSE MILLCREEK ALTERATIONS LLC,1040000000,PUBLIC HEALTH &ECONOMIC RECVRY,83,1," $134,740,725.09 ",1,Low Risk
2BIG229523,1,RFA REQUEST FOR APPLICATIONS,ORD COVID SmallBusImpactGrant,23330,9/25/2020,12/30/2020,UTAH FITNESS INSTITUTE,1040000000,PUBLIC HEALTH &ECONOMIC RECVRY,96,1," $134,740,725.09 ",1,Low Risk
